Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,0553283685,9780553283686,3,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2016/07/25,2015/09/19,,,read,,,,1,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,0812515285,9780812515282,1,4.14,Tor Science Fiction,Mass Market Paperback,613,1993,1992,2016/07/18,2016/05/11,,,read,"1 ster, want minder geven kan niet",,,1,0
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,1590171985,9781590171981,3,4.18,New York Review Books,Paperback,274,2007,1960,2016/05/06,2016/02/24,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu","Ken Liu, Cixin Liu",,,3,4.08,Tor Books,Hardcover,472,2014,2006,2016/01/01,2016/02/17,,,read,,,,1,0
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,0345457692,9780345457691,4,4.04,Del Rey / Ballantine Books,Mass Market Paperback,526,2006,2002,2016/01/01,2016/04/29,,,read,,,,1,0
7029563,Zendegi,Greg Egan,"Egan, Greg",,1597801747,9781597801744,3,3.47,Night Shade Books,Hardcover,278,2010,2010,2016/02/24,2016/01/27,,,read,,,,1,0
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,0007491565,9780007491568,4,3.96,Harper Voyager,Hardcover,227,2013,1953,2016/02/03,2014/11/09,,,read,,,,1,0
1282266,Hunter's Run,George R.R. Martin,"Martin, George R.R.","Gardner Dozois, Daniel Abraham",006137329X,9780061373299,2,3.68,Harper Voyager,Hardcover,320,2008,2007,2016/01/27,2015/11/23,,,read,Avonturenverhaal voor bij het zwembad,,,1,0
581720,The Passion of New Eve,Angela Carter,"Carter, Angela",,0860683419,9780860683414,3,3.67,Virago,Paperback,187,1992,1977,2015/11/27,2015/11/23,,,read,,,,1,0
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,0380508567,9780380508563,3,4.42,,Mass Market Paperback,679,1974,1953,2015/11/17,2015/09/19,,,read,,,,1,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,,,3,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2015/09/19,,,read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,,,3,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2015/09/19,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,4,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2015/09/19,,,read,Klassiekertje,,,1,0
17863,Accelerando,Charles Stross,"Stross, Charles",,0441014151,9780441014156,4,3.87,Ace,Mass Market Paperback,415,2006,2005,,2015/09/19,,,read,"Bij tijd en wijle slecht geschreven, maar de gepresenteerde ideeën zijn zeer indrukwekkend. ",,,1,0
